No.,표준용어논리명,표준용어물리명,데이터타입,데이터길이,데이터소수점길이,도메인그룹
39481,수신인글로벌부점코드,RCTR_GBL_BBR_C,VARCHAR2,3,,코드
39482,수신인글로벌여신직책코드,RCTR_GBL_LN_DTY_C,VARCHAR2,2,,코드
39483,수신인글로벌역할코드,RCTR_GBL_ROL_C,VARCHAR2,8,,코드
39484,수신인명,RCTR_NM,VARCHAR2,100,,명칭
39485,수신인부점코드,RCTR_BBR_C,VARCHAR2,3,,코드
39486,수신인사용자ID,RCTR_USID,VARCHAR2,14,,ID
39487,수신인상세주소,RCTR_DTL_ADDR,VARCHAR2,300,,연락처
39488,수신인연락처내용,RCTR_CADR_CONE,VARCHAR2,300,,내용
39489,수신인우편번호,RCTR_ZIP,VARCHAR2,6,,연락처
39490,수신인이메일주소,RCTR_EML_ADDR,VARCHAR2,100,,연락처
39491,수신인인증번호,RCTR_CER_NO,VARCHAR2,10,,번호
39492,수신인인증번호종료일자,RCTR_CER_NO_END_DT,VARCHAR2,8,,날짜
39493,수신인전화번호,RCTR_TPN,VARCHAR2,20,,연락처
39494,수신인주소,RCTR_ADDR,VARCHAR2,300,,연락처
39495,수신인직책코드,RCTR_DTY_C,VARCHAR2,2,,코드
39496,수신인출제한금액출금가능여부,DP_WDR_RTC_AMT_WIW_PSB_YN,VARCHAR2,1,,여부
39497,수신인터넷뱅킹사용자번호,RMS_IB_USR_NO,VARCHAR2,8,,번호
39498,수신인휴대전화번호,RCTR_MBTNO,VARCHAR2,20,,연락처
39499,수신일대변합계금액,DP_DD_CDTS_ADU_AMT,NUMBER,18,3,금액
39500,수신일련번호,RMS_SNO,NUMBER,9,,일련번호
39501,수신일반사고신고코드,DP_GNL_ACD_DCL_C,VARCHAR2,3,,코드
39502,수신일시,RMS_DTM,DATE,,,날짜
39503,수신일자,RMS_DT,VARCHAR2,8,,날짜
39504,수신일차변합계금액,DP_DD_DR_ADU_AMT,NUMBER,18,3,금액
39505,수신임시지급정지일련번호,DP_TMP_ZHT_SNO,NUMBER,9,,일련번호
39506,수신입금계좌번호,DP_ROM_ACT_NO,VARCHAR2,20,,번호
39507,수신입금기업여신계좌번호,DP_ROM_EPR_LN_ACT_NO,VARCHAR2,20,,번호
39508,수신잔액,DP_BBL,NUMBER,18,3,금액
39509,수신잔액증감비율계정여부,DP_BBL_IND_RATO_ATS_YN,VARCHAR2,1,,여부
39510,수신재가입여부,DP_RE_JIN_YN,VARCHAR2,1,,여부
39511,수신재유치처리여부,DP_RE_IDM_PRC_YN,VARCHAR2,1,,여부
39512,수신전문SWIFT확인번호,RMS_TGR_SWFT_CNFM_NO,VARCHAR2,40,,번호
39513,수신전문내용,RMS_TGR_CONE,VARCHAR2,6000,,내용
39514,수신전문물리분할여부,RMS_TGR_PYS_SLT_YN,VARCHAR2,1,,여부
39515,수신전문업무분할여부,RMS_TGR_BZ_SLT_YN,VARCHAR2,1,,여부
39516,수신전문입력내용정보,RMS_TGR_IPU_CONE_INF,CLOB,,,내용
39517,수신전문출력내용정보,RMS_TGR_PRO_CONE_INF,CLOB,,,내용
39518,수신전문출력여부,RMS_TGR_PRO_YN,VARCHAR2,1,,여부
39519,수신전화번호,RMS_TPN,VARCHAR2,20,,연락처
39520,수신정기예금계약금액,DP_TDP_CTT_AMT,NUMBER,18,3,금액
39521,수신정기예금초기만기일자,DP_TDP_EDD_XRT_DT,VARCHAR2,8,,날짜
39522,수신정기예금최초만기일자,DP_TDP_FST_XRT_DT,VARCHAR2,8,,날짜
39523,수신정기예적금총기간일수,DP_FXP_DIS_TOT_TRM_DDS,NUMBER,10,,수
39524,수신정기적금1회입금금액,DP_FXP_ISV_TM1_ROM_AMT,NUMBER,18,3,금액
39525,수신정기적금만기지급금액,DP_FXP_ISV_XRT_DFR_AMT,NUMBER,18,3,금액
39526,수신정기적금월적립일수,DP_FXP_ISV_MM_RSV_DDS,NUMBER,10,,수
39527,수신정기적금적립회차,DP_FXP_ISV_RSV_TOD,NUMBER,5,,수
39528,수신정기적금차회입금예정일자,DP_FXP_ISV_NXT_ROM_MPL_DT,VARCHAR2,8,,날짜
39529,수신정보결재사용자ID,DP_INF_DCD_USID,VARCHAR2,14,,ID
39530,수신정보결재일시,DP_INF_DCD_DTM,DATE,,,날짜
39531,수신정보반려내용,DP_INF_TRDN_CONE,VARCHAR2,600,,내용
39532,수신정보변경여부,DP_INF_CHG_YN,VARCHAR2,1,,여부
39533,수신정보요구여부,DP_INF_NDS_YN,VARCHAR2,1,,여부
39534,수신정보입력일련번호,DP_INF_IPU_SNO,NUMBER,9,,일련번호
39535,수신정보확인부점코드,DP_INF_CNFM_BBR_C,VARCHAR2,3,,코드
39536,수신정보확인수수료,DP_INF_CNFM_FEE,NUMBER,18,3,금액
39537,수신정보확인수수료비율,DP_INF_CNFM_FEE_RATO,NUMBER,8,5,율/비율
39538,수신정보확인코드,DP_INF_CNFM_C,VARCHAR2,2,,코드
39539,수신조건유형코드,DP_CND_TP_C,VARCHAR2,3,,코드
39540,수신종목코드변경여부,DP_STITM_C_CHG_YN,VARCHAR2,1,,여부
39541,수신지급정지사고신고코드,DP_ZHT_ACD_DCL_C,VARCHAR2,3,,코드
39542,수신지방소득세,DP_PRES_ICO_TX,NUMBER,18,3,금액
39543,수신질권설정상태코드,DP_ROP_SUP_STS_C,VARCHAR2,2,,코드
39544,수신차변거래제한여부,DP_DR_TR_RTC_YN,VARCHAR2,1,,여부
39545,수신창구판매거래일련번호,DP_TEWW_SLE_TR_SNO,NUMBER,9,,일련번호
39546,수신책임자명,DP_RSPR_NM,VARCHAR2,100,,명칭
39547,수신책임자사원번호,DP_RSPR_ENO,VARCHAR2,32,,번호
39548,수신책임자승인점검일자,DP_RSPR_APV_CKG_DT,VARCHAR2,8,,날짜
39549,수신책임자전화번호,DP_RSPR_TPN,VARCHAR2,20,,연락처
39550,수신책임자점검등록사용자ID,DP_RSPR_CKG_ENR_USID,VARCHAR2,14,,ID
39551,수신책임자점검여부,DP_RSPR_CKG_YN,VARCHAR2,1,,여부
39552,수신처리상태코드,RMS_PRC_STS_C,VARCHAR2,1,,코드
39553,수신처응답내용,RECS_RPD_CONE,VARCHAR2,500,,내용
39554,수신첨부파일문서키번호,DP_APG_FL_DKEY_NO,VARCHAR2,18,,번호
39555,수신취급여부,DP_TRT_YN,VARCHAR2,1,,여부
39556,수신취소글로벌거래번호,DP_CCL_GBL_TRNO,VARCHAR2,16,,번호
39557,수신취소동의담당자명,RMS_CCL_SO_CGPR_NM,VARCHAR2,40,,명칭
39558,수신취소동의일자,RMS_CCL_SO_DT,VARCHAR2,8,,날짜
39559,수신취소요청일자,RMS_CCL_REQ_DT,VARCHAR2,8,,날짜
39560,수신통장인감사고신고코드,DP_BKB_OSG_ACD_DCL_C,VARCHAR2,3,,코드
39561,수신통지구분코드,DP_NTI_TC,VARCHAR2,2,,코드
39562,수신통지구분코드명,DP_NTI_TC_NM,VARCHAR2,500,,명칭
39563,수신통지종류코드,DP_NTI_KD_C,VARCHAR2,2,,코드
39564,수신퇴직연금기관구분코드,DP_RTP_IST_TC,VARCHAR2,1,,코드
39565,수신퇴직연금기관코드,DP_RTP_IST_C,VARCHAR2,4,,코드
39566,수신투자상품구속성예금건수,DP_IV_PRD_RTD_CNT,NUMBER,10,,수
39567,수신투자상품구속성예금금액,DP_IV_PRD_RTD_AMT,NUMBER,18,3,금액
39568,수신파라미터ID,DP_PARA_ID,VARCHAR2,8,,ID
39569,수신파라미터ID내용,DP_PARA_ID_CONE,VARCHAR2,300,,내용
39570,수신파일명,RMS_FL_NM,VARCHAR2,100,,명칭
39571,수신팩스번호,RMS_FAX_NO,VARCHAR2,20,,연락처
39572,수신팩스번호별명,RMS_FAX_NO_ALS,VARCHAR2,100,,명칭
39573,수신펀드코드,DP_FND_C,VARCHAR2,7,,코드
39574,수신펀드코드명,DP_FND_C_NM,VARCHAR2,500,,명칭
39575,수신평가내역수신여부,DP_EVL_PRTS_RMS_YN,VARCHAR2,1,,여부
39576,수신평가대상여부,DP_EVL_TGT_YN,VARCHAR2,1,,여부
39577,수신평가분류번호,DP_EVL_CLSF_NO,VARCHAR2,7,,번호
39578,수신평가일련번호,DP_EVL_SNO,NUMBER,9,,일련번호
39579,수신항목수수료적용여부,DP_ITM_FEE_ALY_YN,VARCHAR2,1,,여부
39580,수신확인건수,DP_CNFM_CNT,NUMBER,10,,수
39581,수신확인담당자명,RMS_CNFM_CGPR_NM,VARCHAR2,40,,명칭
39582,수신확인부점명,DP_CNFM_BBR_NM,VARCHAR2,60,,명칭
39583,수신확인일자,RMS_CNFM_DT,VARCHAR2,8,,날짜
39584,수신휴면계좌해지대상여부,DP_DRMY_ACT_CCC_TGT_YN,VARCHAR2,1,,여부
39585,수신휴면계좌해지상세내용,DP_DRMY_ACT_CCC_DTL_CONE,VARCHAR2,300,,내용
39586,수신휴면계좌해지통지일자,DP_DRMY_ACT_CCC_NTI_DT,VARCHAR2,8,,날짜
39587,수어음금액,HNBL_AMT,NUMBER,18,3,금액
39588,수업개요,SHCL_OTL,VARCHAR2,4000,,내용
39589,수업방법강의여부,SHCL_MANR_LTE_YN,VARCHAR2,1,,여부
39590,수업방법공동강의여부,SHCL_MANR_JNT_LTE_YN,VARCHAR2,1,,여부
39591,수업방법그룹공부여부,SHCL_MANR_GRP_ODC_YN,VARCHAR2,1,,여부
39592,수업방법기타여부,SHCL_MANR_ETC_YN,VARCHAR2,1,,여부
39593,수업방법내용,SHCL_MANR_CONE,VARCHAR2,4000,,내용
39594,수업방법발표여부,SHCL_MANR_PBN_YN,VARCHAR2,1,,여부
39595,수업방법세미나여부,SHCL_MANR_SEM_YN,VARCHAR2,1,,여부
39596,수업방법시청각여부,SHCL_MANR_SAH_YN,VARCHAR2,1,,여부
39597,수업방법실습여부,SHCL_MANR_PRAT_YN,VARCHAR2,1,,여부
39598,수업방법컴퓨터활용여부,SHCL_MANR_COMP_PUS_YN,VARCHAR2,1,,여부
39599,수업방법현장여부,SHCL_MANR_SCNE_YN,VARCHAR2,1,,여부
39600,수업일정구분코드,SHCL_DSD_TC,VARCHAR2,2,,코드
39601,수업진행시간값,SHCL_PRG_HUR_VL,NUMBER,10,,수
39602,수업태도점수,SHCL_ATTT_RCRD,NUMBER,5,,수
39603,수요일반복여부,WED_RPE_YN,VARCHAR2,1,,여부
39604,수요특성특성해당여부구분코드,WNT_PCL_PCL_TCS_YN_C,VARCHAR2,1,,코드
39605,수용가구번호,ACPT_HHD_NO,VARCHAR2,30,,번호
39606,수용여부,ACPT_YN,VARCHAR2,1,,여부
39607,수용장소명,ACPT_PLC_NM,VARCHAR2,100,,명칭
39608,수의계약견적징구방법코드,PVCTT_ETMT_RNC_MANR_C,VARCHAR2,2,,코드
39609,수의계약사유,PVCTT_RSN,VARCHAR2,255,,내용
39610,수의계약사유코드,PVCTT_RSN_C,VARCHAR2,2,,코드
39611,수익가치계수,PFV_CFC,NUMBER,6,4,수
39612,수익계좌번호구분코드,ERN_ANO_TC,VARCHAR2,2,,코드
39613,수익공통구분코드,ERN_CO_TC,VARCHAR2,4,,코드
39614,수익공통구분코드명,ERN_CO_TC_NM,VARCHAR2,100,,명칭
39615,수익관리ETL적재일시,ERN_MNG_ETL_CRY_DTM,DATE,,,날짜
39616,수익관리검증구분코드,ERN_MNG_VRF_TC,VARCHAR2,2,,코드
39617,수익관리대상여부,ERN_MNG_TGT_YN,VARCHAR2,1,,여부
39618,수익관리원천구분코드,ERN_MNG_FNT_TC,VARCHAR2,3,,코드
39619,수익구간비율,ERN_SCTN_RATO,NUMBER,8,5,율/비율
39620,수익권근질권설정자명,PFRH_FPL_ETPR_NM,VARCHAR2,100,,명칭
39621,수익권근질권채권자명,PFRH_FPL_CDR_NM,VARCHAR2,100,,명칭
39622,수익권유보금액,PFRH_RVA_AMT,NUMBER,18,3,금액
39623,수익권종분할여부,ERN_NTY_SLT_YN,VARCHAR2,1,,여부
39624,수익권증서금액,PFRH_CWT_AMT,NUMBER,18,3,금액
39625,수익권증서발급일련번호,PFRH_CWT_ISN_SNO,NUMBER,9,,일련번호
39626,수익권증서번호,PFRH_CWT_NO,VARCHAR2,20,,번호
39627,수익권증서양식구분코드,PFRH_CWT_SYL_TC,VARCHAR2,2,,코드
39628,수익권증서회수사유,PFRH_CWT_RCM_RSN,VARCHAR2,600,,내용
39629,수익권지급방법코드,PFRH_DFR_MANR_C,VARCHAR2,2,,코드
39630,수익금액,ERN_AMT,NUMBER,18,3,금액
39631,수익금액수수료율,ERN_AMT_FEE_RT,NUMBER,8,5,율/비율
39632,수익금액이하징수여부,ERN_AMT_BLW_LVY_YN,VARCHAR2,1,,여부
39633,수익금액적용환율,ERN_AMT_ALY_XCR,NUMBER,9,4,율/비율
39634,수익금액지급회차,ERN_AMT_DFR_TOD,NUMBER,5,,수
39635,수익률,ERN_RT,NUMBER,8,5,율/비율
39636,수익률곡선내용,ERN_RT_CRV_CONE,VARCHAR2,20,,내용
39637,수익률구분코드,ERN_RT_TC,VARCHAR2,2,,코드
39638,수익률기준일자,ERN_RT_BSE_DT,VARCHAR2,8,,날짜
39639,수익률비고,ERN_RT_RMK,VARCHAR2,2000,,내용
39640,수익률통지주기일수,ERN_RT_NTI_CLE_DDS,NUMBER,5,,수
39641,수익반영대상여부,ERN_RFL_TGT_YN,VARCHAR2,1,,여부
39642,수익보수금액,ERN_PAY_AMT,NUMBER,18,3,금액
39643,수익보수기준금리,ERN_PAY_BSE_IRT,NUMBER,8,5,율/비율
39644,수익보수원화환산금액,ERN_PAY_WONC_AMT,NUMBER,18,3,금액
39645,수익보수율,ERN_PAY_RT,NUMBER,8,5,율/비율
39646,수익비용값,ERN_XP_VL,NUMBER,24,6,수
39647,수익비용구분코드,ERN_XP_TC,VARCHAR2,2,,코드
39648,수익비용보고서여부,ERN_XP_REDT_YN,VARCHAR2,1,,여부
39649,수익비용증감금액,ERN_XP_IND_AMT,NUMBER,18,,금액
39650,수익성기간구분코드,PFD_TRM_TC,VARCHAR2,2,,코드
39651,수익성배부기준코드,PFD_DTB_BSE_C,VARCHAR2,2,,코드
39652,수익성분석계좌관심속성분류코드,PFD_ANL_ACT_CCN_ATR_CLSF_C,VARCHAR2,2,,코드
39653,수익성분석계좌관심속성코드,PFD_ANL_ACT_CCN_ATR_C,VARCHAR2,4,,코드
39654,수익성점수,PFD_RCRD,NUMBER,7,2,수
39655,수익성조정구분코드,PFD_ADJ_TC,VARCHAR2,2,,코드
39656,수익인식구분코드,ERN_RCGN_TC,VARCHAR2,2,,코드
39657,수익입금처리완료여부,ERN_ROM_PRC_FSG_YN,VARCHAR2,1,,여부
39658,수익자ID만기일자,PPN_ID_XRT_DT,VARCHAR2,8,,날짜
39659,수익자ID유형기타명,PPN_ID_TP_ETC_NM,VARCHAR2,100,,명칭
39660,수익자고객로컬식별번호,PPN_CST_LOCL_DCM_NO,VARCHAR2,30,,번호
39661,수익자고객번호,PPN_CNO,VARCHAR2,8,,번호
39662,수익자관계코드,PPN_REL_C,VARCHAR2,2,,코드
39663,수익자국적ISO국가기호코드,PPN_NNT_ISO_NTN_SYM_C,VARCHAR2,2,,코드
39664,수익자국적국가명,PPN_NNT_NTN_NM,VARCHAR2,20,,명칭
39665,수익자글로벌부점기업고객분류코드,PPN_GBL_BBR_EPR_CST_CLSF_C,VARCHAR2,10,,코드
39666,수익자명,PPN_NM,VARCHAR2,300,,명칭
39667,수익자변경가능여부,PPN_CHG_PSB_YN,VARCHAR2,1,,여부
39668,수익자사업자등록번호,PPN_BRN,VARCHAR2,10,,번호
39669,수익자설명,PPN_DES,VARCHAR2,300,,내용
39670,수익자성별코드,PPN_SX_C,VARCHAR2,1,,코드
39671,수익자신분증관리번호,PPN_IDFC_MNG_NO,VARCHAR2,18,,번호
39672,수익자암호화주민등록번호,PPN_ECY_RRN,VARCHAR2,32,,번호
39673,수익자영문명,PPN_WREN_NM,VARCHAR2,100,,명칭
39674,수익자우편번호,PPN_ZIP,VARCHAR2,6,,연락처
39675,수익자우편번호외주소,PPN_BZCA,VARCHAR2,200,,연락처
39676,수익자우편번호주소,PPN_ZCA,VARCHAR2,200,,연락처
39677,수익자일련번호,PPN_SNO,NUMBER,9,,일련번호
39678,수익자입금계좌번호,PPN_ROM_ACT_NO,VARCHAR2,20,,번호
39679,수익자입금계좌암호화번호,PPN_ROM_ACT_ECY_NO,VARCHAR2,64,,번호
39680,수익자입금계좌예금주명,PPN_ROM_ACT_DPW_NM,VARCHAR2,100,,명칭
39681,수익자입금계좌은행코드,PPN_ROM_ACT_BNK_C,VARCHAR2,3,,코드
39682,수익자전화개별번호,PPN_TL_IDV_NO,VARCHAR2,4,,연락처
39683,수익자전화국번호,PPN_TL_PON,VARCHAR2,4,,연락처
39684,수익자전화번호,PPN_TPN,VARCHAR2,20,,연락처
39685,수익자전화지역번호,PPN_TL_ARC,VARCHAR2,4,,연락처
39686,수익자존재여부,PPN_EXIS_YN,VARCHAR2,1,,여부
39687,수익자주소,PPN_ADDR,VARCHAR2,300,,연락처
39688,수익자증명서첨부내용,PPN_CNW_APG_CONE,VARCHAR2,300,,내용
39689,수익자지급금액,PPN_DFR_AMT,NUMBER,18,3,금액
39690,수익자지정동의여부,PPN_APM_SO_YN,VARCHAR2,1,,여부
39691,수익적용여부,ERN_ALY_YN,VARCHAR2,1,,여부
39692,수익전망요약의견내용,ERN_PSP_SMRY_OPNN_CONE,VARCHAR2,4000,,내용
39693,수익전망의견내용,ERN_PSP_OPNN_CONE,VARCHAR2,4000,,내용
39694,수익전액환매건수,ERN_AAM_RPC_CNT,NUMBER,10,,수
39695,수익정액환매건수,ERN_FXA_RPC_CNT,NUMBER,10,,수
39696,수익증가율값,ERN_ICR_RT_VL,NUMBER,24,6,수
39697,수익증가율보고서여부,ERN_ICR_RT_REDT_YN,VARCHAR2,1,,여부
39698,수익증권1종2종구분여부,BCF_CL1_CL2_DTT_YN,VARCHAR2,1,,여부
39699,수익증권감소좌수,BCF_DCS_STCN,NUMBER,18,,수
39700,수익증권결산기준가예외투자여부,BCF_SOA_BSE_PR_XCP_IV_YN,VARCHAR2,1,,여부
39701,수익증권구분명,BCF_DTT_NM,VARCHAR2,100,,명칭
39702,수익증권기말좌수,BCF_TEN_STCN,NUMBER,18,,수
39703,수익증권기준가,BCF_BSE_PR,NUMBER,18,3,금액
39704,수익증권기준가격단가,BCF_BSPR_UPR,NUMBER,18,3,금액
39705,수익증권기준가수신여부,BCF_BSE_PR_RMS_YN,VARCHAR2,1,,여부
39706,수익증권기초자산익스포저ID,BCF_BAS_AST_XPO_ID,VARCHAR2,50,,ID
39707,수익증권기초좌수,BCF_BAS_STCN,NUMBER,18,,수
39708,수익증권매입일자,BCF_PRH_DT,VARCHAR2,8,,날짜
39709,수익증권모집방법코드,BCF_OFG_MANR_C,VARCHAR2,2,,코드
39710,수익증권발행총금액,BCF_PUB_TOT_AMT,NUMBER,18,3,금액
39711,수익증권설정금액,BCF_SUP_AMT,NUMBER,18,3,금액
39712,수익증권수익률,BCF_ERN_RT,NUMBER,13,10,율/비율
39713,수익증권이자,BCF_INT,NUMBER,18,3,금액
39714,수익증권이자소득세,BCF_INT_ICO_TX,NUMBER,18,3,금액
39715,수익증권이자소득세원화환산금액,BCF_INT_ICTX_WONC_AMT,NUMBER,18,3,금액
39716,수익증권이자소득세율,BCF_INT_ICTX_RT,NUMBER,8,5,율/비율
39717,수익증권이자원화환산금액,BCF_INT_WONC_AMT,NUMBER,18,3,금액
39718,수익증권이자지방소득세,BCF_INT_PRES_ICO_TX,NUMBER,18,3,금액
39719,수익증권이자지방소득세원화금액,BCF_INT_PRES_ICTX_WON_AMT,NUMBER,18,3,금액
39720,수익증권이자지방소득세율,BCF_INT_PRES_ICTX_RT,NUMBER,8,5,율/비율
39721,수익증권이자지방소득세환산금액,BCF_INT_PRES_ICTX_CVS_AMT,NUMBER,18,3,금액
39722,수익증권존립기간존재여부,BCF_XST_TRM_EXIS_YN,VARCHAR2,1,,여부
39723,수익증권좌수,BCF_STCN,NUMBER,18,,수
39724,수익증권좌수확정일자,BCF_STCN_DFN_DT,VARCHAR2,8,,날짜
39725,수익증권주식편입비율,BCF_STK_AMS_RATO,NUMBER,8,5,율/비율
39726,수익증권증가좌수,BCF_ICR_STCN,NUMBER,18,,수
39727,수익증권집계기준명,BCF_TLZ_BSE_NM,VARCHAR2,20,,명칭
39728,수익증권총발행좌수,BCF_TOT_PUB_STCN,NUMBER,18,,수
39729,수익증권투자회사구분코드,ERN_SIC_TC,VARCHAR2,1,,코드
39730,수익증권펀드유형내용,BCF_FND_TP_CONE,VARCHAR2,500,,내용
39731,수익증권펀드코드,BCF_FND_C,VARCHAR2,12,,코드
39732,수익증권평가여부,BCF_EVL_YN,VARCHAR2,1,,여부
39733,수익참조통합계좌번호,ERN_RFR_ITR_ANO,VARCHAR2,40,,번호
39734,수익처리완료여부,ERN_PRC_FSG_YN,VARCHAR2,1,,여부
39735,수입ISO국가기호코드,IMP_ISO_NTN_SYM_C,VARCHAR2,2,,코드
39736,수입가격조건명,IMP_PR_CND_NM,VARCHAR2,100,,명칭
39737,수입가산율,IMP_ADAL_RT,NUMBER,8,5,율/비율
39738,수입거래설명,IMP_TR_DES,VARCHAR2,50,,내용
39739,수입거래실적스프레드율,IMP_TR_RSL_SRD_RT,NUMBER,8,5,율/비율
39740,수입거래여부,IMP_TR_YN,VARCHAR2,1,,여부
39741,수입결제방법코드,IMP_STM_MANR_C,VARCHAR2,1,,코드
39742,수입결제방법코드명,IMP_STM_MANR_C_NM,VARCHAR2,100,,명칭
39743,수입결제조건내역코드,IMP_STM_CND_PRTS_C,VARCHAR2,2,,코드
39744,수입계약서번호,IMP_CDC_NO,VARCHAR2,20,,번호
39745,수입글로벌ISO국가기호코드,IMP_GBL_ISO_NTN_SYM_C,VARCHAR2,2,,코드
39746,수입글로벌참조번호,IMP_GBL_RFR_NO,VARCHAR2,16,,번호
39747,수입기타금액,IMP_ETC_AMT,NUMBER,18,3,금액
39748,수입내국거래상세코드,IMP_THC_TR_DTL_C,VARCHAR2,2,,코드
39749,수입매입번호,IMP_PRH_NO,VARCHAR2,30,,번호
39750,수입면장수입조건미달러금액,IPL_IMP_CND_USD_AMT,NUMBER,18,3,금액
39751,수입면장제시여부,IPL_SHW_YN,VARCHAR2,1,,여부
39752,수입무역담당여부,IMP_TRD_BICE_YN,VARCHAR2,1,,여부
39753,수입미달러환산금액,IMP_USD_CVS_AMT,NUMBER,18,3,금액
39754,수입보수금액,IMP_PAY_AMT,NUMBER,18,3,금액
39755,수입보정사유코드,IMP_RVSN_RSN_C,VARCHAR2,2,,코드
39756,수입보증금결제금액,IMP_GMA_STM_AMT,NUMBER,18,3,금액
39757,수입보증금결제통화코드,IMP_GMA_STM_CUR_C,VARCHAR2,3,,코드
39758,수입보증금구분코드,IMP_GMA_TC,VARCHAR2,2,,코드
39759,수입보증금국외기준환율,IMP_GMA_ABD_BSE_XCR,NUMBER,22,15,율/비율
39760,수입보증금글로벌참조번호,IMP_GMA_GBL_RFR_NO,VARCHAR2,16,,번호
39761,수입보증금대변금액,IMP_GMA_CDTS_AMT,NUMBER,18,3,금액
39762,수입보증금신용장이월금액,IMP_GMA_LC_CRO_AMT,NUMBER,18,3,금액
39763,수입보증금신청글로벌참조번호,IMP_GMA_RQS_GBL_RFR_NO,VARCHAR2,16,,번호
39764,수입보증금액,IMP_GRT_AMT,NUMBER,18,3,금액
39765,수입보증금원화환산금액,IMP_GMA_WONC_AMT,NUMBER,18,,금액
39766,수입보증금일련번호,IMP_GMA_SNO,NUMBER,9,,일련번호
39767,수입보증금임시대변금액,IMP_GMA_TMP_CDTS_AMT,NUMBER,18,3,금액
39768,수입보증금임시차변금액,IMP_GMA_TMP_DR_AMT,NUMBER,18,3,금액
39769,수입보증금잔액,IMP_GMA_BBL,NUMBER,18,3,금액
39770,수입보증금적립구분코드,IMP_GMA_RSV_TC,VARCHAR2,2,,코드
39771,수입보증금적립여부,IMP_GMA_RSV_YN,VARCHAR2,1,,여부
39772,수입보증금적립예정일자,IMP_GMA_RSV_MPL_DT,VARCHAR2,8,,날짜
39773,수입보증금적립일자,IMP_GMA_RSV_DT,VARCHAR2,8,,날짜
39774,수입보증금차변금액,IMP_GMA_DR_AMT,NUMBER,18,3,금액
39775,수입보증금통화코드,IMP_GMA_CUR_C,VARCHAR2,3,,코드
39776,수입보증원화환산금액,IMP_GRT_WONC_AMT,NUMBER,18,,금액
39777,수입보증통화코드,IMP_GRT_CUR_C,VARCHAR2,3,,코드
39778,수입사업자등록번호,IMP_BRN,VARCHAR2,10,,번호
39779,수입사유교환상세코드,IMP_RSN_XCH_DTL_C,VARCHAR2,5,,코드
39780,수입사유코드,IMP_RSN_C,VARCHAR2,5,,코드
39781,수입상업송장번호,IMP_CML_INVO_NO,VARCHAR2,30,,번호
39782,수입상품명세,IMP_PRD_SFS,VARCHAR2,4000,,내용
39783,수입세금금액,IMP_TAX_AMT,NUMBER,18,3,금액
39784,수입세금발생횟수,IMP_TAX_OCC_NOT,NUMBER,5,,수
39785,수입수수료부담인코드,IMP_FEE_BDPR_C,VARCHAR2,2,,코드
39786,수입수익자명,IMP_PPN_NM,VARCHAR2,200,,명칭
39787,수입수취인명,IMP_ARER_NM,VARCHAR2,200,,명칭
39788,수입신고서류번호,IMP_DCL_PES_NO,VARCHAR2,22,,번호
39789,수입신고서류제시여부,IMP_DCL_PES_SHW_YN,VARCHAR2,1,,여부
39790,수입신고필증번호,IMP_REC_NO,VARCHAR2,30,,번호
39791,수입신고필증확인여부,IMP_REC_CNFM_YN,VARCHAR2,1,,여부
39792,수입신용도조정스프레드율,IMP_DGC_ADJ_SRD_RT,NUMBER,8,5,율/비율
39793,수입신용장개설원화잔액,IMLC_OPN_WON_BBL,NUMBER,21,,금액
39794,수입신용장개설원화환산금액,IMLC_OPN_WONC_AMT,NUMBER,21,,금액
39795,수입신용장개설합계금액,IMLC_OPN_ADU_AMT,NUMBER,18,3,금액
39796,수입신용장보증금금액,IMLC_GMA_AMT,NUMBER,18,3,금액
39797,수입신용장보증금액,IMLC_GRT_AMT,NUMBER,18,3,금액
39798,수입신용장사용방법코드,IMLC_USE_MANR_C,VARCHAR2,2,,코드
39799,수입신용장우대요율적용금액,IMLC_PRM_RT_ALY_AMT,NUMBER,18,3,금액
39800,수입신용장종류코드,IMLC_KD_C,VARCHAR2,2,,코드
39801,수입신용장즐겨찾기일련번호,IMLC_FVR_SNO,NUMBER,9,,일련번호
39802,수입신용장추가등록여부,IMLC_APN_ENR_YN,VARCHAR2,1,,여부
39803,수입신용장취소여부,IMLC_CCL_YN,VARCHAR2,1,,여부
39804,수입어음기한연장허용여부,IMP_BILL_TLXT_ALLW_YN,VARCHAR2,1,,여부
39805,수입어음도착일련번호,IMP_BILL_ARV_SNO,NUMBER,9,,일련번호
39806,수입예상이자,IMP_ATP_INT,NUMBER,18,3,금액
39807,수입예상이자원화환산금액,IMP_ATP_INT_WONC_AMT,NUMBER,18,3,금액
